Dataset,Row Index,fit_time_mean,fit_time_std_dev,f1_macro_mean,f1_macro_std_dev,f1_weighted_mean,f1_weighted_std_dev,vectorizer,ngram_range,preprocessor,max_df,learning_rate,n_estimators,rsm,depth,classifier,colsample_bytree,max_depth
d3,5,10.963860511779785,1.2945555442391659,0.6093384774923445,0.007669273464484055,0.7000905963531303,0.006712331564449562,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,0.75,10.0,CatBoost,,
d3,6,5.980277260144551,0.45845162919587085,0.6124230544172496,0.008715014557763136,0.70127073887784,0.006904935610691437,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,1.0,6.0,CatBoost,,
d3,7,10.989406069119772,2.5642649904837533,0.6108265746147669,0.007397585711108991,0.7018814305660772,0.005233534981184041,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,1.0,10.0,CatBoost,,
d3,8,37.231680154800415,0.466676019157882,0.5906892724413404,0.0074709105611558855,0.7064766805546324,0.00466740638633471,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,0.75,6.0,CatBoost,,
d3,9,89.09138449033101,3.707335084512858,0.5992470203660286,0.004957847639897934,0.7058895175489078,0.0047358018790327186,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,0.75,10.0,CatBoost,,
d3,10,37.80599252382914,0.3558827820363182,0.5918733333777055,0.008733701825351435,0.7071727772769533,0.004572269153023193,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,1.0,6.0,CatBoost,,
d3,11,89.26997836430867,3.4282941107185896,0.5989835028961839,0.005462728391938484,0.7053811047517545,0.004870754276918825,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,1.0,10.0,CatBoost,,
d3,12,4.7639146248499555,1.5087916486291166,0.6134782558500212,0.007952057019326893,0.7040333411832126,0.006099677505962765,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,0.75,6.0,CatBoost,,
d3,13,9.981924653053284,2.402705714886665,0.6116206573328312,0.007658955665066062,0.702403597816374,0.005555230880976656,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,0.75,10.0,CatBoost,,
d3,14,4.251298586527507,0.8321531400324754,0.6125449564205678,0.008307297710476846,0.7032424305059526,0.005474205516117813,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,1.0,6.0,CatBoost,,
d3,15,9.545785069465637,1.8730488821603262,0.611063469199698,0.009473400142599274,0.7022600400466928,0.006808020083451358,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,1.0,10.0,CatBoost,,
d3,16,29.909098227818806,0.5285311666304331,0.5866656461744669,0.012957804593610626,0.7017794419010426,0.018522122154505247,CountVectorizer,"[1, 1]",,0.5,0.001,1000,0.75,6.0,CatBoost,,
d3,17,102.79627724488576,3.491978119120905,0.5923854822477302,0.015541570396096228,0.701576745143239,0.01836100310857488,CountVectorizer,"[1, 1]",,0.5,0.001,1000,0.75,10.0,CatBoost,,
d3,18,30.701833446820576,0.7517476238935523,0.5865826483774088,0.013638754364291773,0.701417052257023,0.0190789970136553,CountVectorizer,"[1, 1]",,0.5,0.001,1000,1.0,6.0,CatBoost,,
d3,19,102.5470753510793,3.184654428955986,0.5917820456261825,0.014638190580870783,0.7001361929685271,0.018036829459140237,CountVectorizer,"[1, 1]",,0.5,0.001,1000,1.0,10.0,CatBoost,,
d3,20,4.096234679222107,0.6068453654094291,0.6131691525789034,0.008939246936003814,0.7059733191297607,0.005694047298837943,CountVectorizer,"[1, 1]",,0.5,0.1,1000,0.75,6.0,CatBoost,,
d3,21,12.189889311790466,1.9224692339238447,0.6096767232193229,0.010329383760065062,0.7012575833920597,0.007140794793264414,CountVectorizer,"[1, 1]",,0.5,0.1,1000,0.75,10.0,CatBoost,,
d3,22,3.9477603435516357,0.5262131331940731,0.6105268899301038,0.008571428432622536,0.7025007625193038,0.007304406065945081,CountVectorizer,"[1, 1]",,0.5,0.1,1000,1.0,6.0,CatBoost,,
d3,23,12.82069182395935,2.1013581545879285,0.6048528039227116,0.008461599437474113,0.6986434696347791,0.007304879110769412,CountVectorizer,"[1, 1]",,0.5,0.1,1000,1.0,10.0,CatBoost,,
d3,24,30.186005036036175,0.9884619127802093,0.5857727370455966,0.013851862547427802,0.701514264436084,0.019219472087883185,CountVectorizer,"[1, 1]",,0.9,0.001,1000,0.75,6.0,CatBoost,,
d3,25,103.08176636695862,3.217904143758269,0.5923074251672034,0.012580956556776181,0.7035366102049642,0.01709383617240025,CountVectorizer,"[1, 1]",,0.9,0.001,1000,0.75,10.0,CatBoost,,
d3,26,28.904446760813396,0.7815453773958841,0.5851251133983175,0.012687100331023316,0.6996581124896486,0.01895119202719207,CountVectorizer,"[1, 1]",,0.9,0.001,1000,1.0,6.0,CatBoost,,
d3,27,102.71335816383362,2.6630490104828777,0.5906039912495498,0.013902166285136337,0.7003960716407448,0.019598566912891274,CountVectorizer,"[1, 1]",,0.9,0.001,1000,1.0,10.0,CatBoost,,
d3,28,4.249834299087524,0.9954132560952734,0.6114524325065402,0.007003217420038968,0.7029957866935982,0.0053696542073719085,CountVectorizer,"[1, 1]",,0.9,0.1,1000,0.75,6.0,CatBoost,,
d3,29,11.175948341687521,1.9736180856624042,0.6097156093656487,0.01105565081366729,0.7031407652684201,0.00771530313676168,CountVectorizer,"[1, 1]",,0.9,0.1,1000,0.75,10.0,CatBoost,,
d3,30,4.320346355438232,0.8054624539506556,0.613365930776188,0.006158946517570914,0.7049862102167682,0.006287614915029348,CountVectorizer,"[1, 1]",,0.9,0.1,1000,1.0,6.0,CatBoost,,
d3,31,10.430997411410013,1.6245330386322483,0.6071737392324894,0.012276108628049875,0.7007004153387989,0.010155098015574696,CountVectorizer,"[1, 1]",,0.9,0.1,1000,1.0,10.0,CatBoost,,
d3,32,224.2088462114334,5.750330960160761,0.5769562442984834,0.012253302790616972,0.7089278683948509,0.00567234875672175,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,0.75,6.0,CatBoost,,
d3,33,741.084263086319,4.9914163402385565,0.5882796765254814,0.01228742335363278,0.7095110522023088,0.004737661238905599,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,0.75,10.0,CatBoost,,
d3,34,223.91225941975912,8.944820017481025,0.5800670806378808,0.014885919175271396,0.7078544921787032,0.005507726652961082,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,1.0,6.0,CatBoost,,
d3,35,742.1056434313456,4.095899387392223,0.5892361734078417,0.011149803907748394,0.7091952499770748,0.004231081012157123,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,1.0,10.0,CatBoost,,
d3,36,35.69842223326365,3.244648827720325,0.6138506092513133,0.0081358847539753,0.7059076631859527,0.005977470303142344,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,0.75,6.0,CatBoost,,
d3,37,117.55289431413014,4.55580319983092,0.6097237527614358,0.008959984888176335,0.7018046009778917,0.007166979959033226,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,0.75,10.0,CatBoost,,
d3,38,34.45320097605387,10.27293097337161,0.6106208019427221,0.00723050191230299,0.7029378424021582,0.0037123179640947608,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,1.0,6.0,CatBoost,,
d3,39,94.01279187202454,14.032581195767348,0.6116362984814961,0.005843770108147085,0.7043941558262515,0.005198744456133531,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,1.0,10.0,CatBoost,,
d3,40,225.2515254020691,2.8183070241148176,0.5782026538792903,0.010836046350622708,0.7094485692654772,0.005079570850183458,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,0.75,6.0,CatBoost,,
d3,41,740.8839163780212,3.8374200165831622,0.5869210672994204,0.01147944457427255,0.7097697998930351,0.004127186148684459,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,0.75,10.0,CatBoost,,
d3,42,224.6418112119039,3.181633738611422,0.5799720586867658,0.01266716614091458,0.7094101713289125,0.00510495465108717,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,1.0,6.0,CatBoost,,
d3,43,742.2981100082397,3.64404094303104,0.5866215122867394,0.012116983326002856,0.7085089868248313,0.005027037609560315,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,1.0,10.0,CatBoost,,
d3,44,32.661887208620705,6.609207367405413,0.6132985368567968,0.005301260935469971,0.7053490766796174,0.005677344249448128,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,0.75,6.0,CatBoost,,
d3,45,73.69002191225688,25.969314363160056,0.6070779552916176,0.00865457593893582,0.703642848760292,0.010174049747164378,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,0.75,10.0,CatBoost,,
d3,46,33.57119003931681,7.574505379256557,0.6114229408105684,0.005978374853785084,0.7038294036212158,0.003907692267586615,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,1.0,6.0,CatBoost,,
d3,47,80.28640810648601,22.268925802296014,0.6113298565599898,0.007616775587477349,0.7044258152575554,0.005382955073266948,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,1.0,10.0,CatBoost,,
d3,48,336.6191513140996,4.9179154480535905,0.5802665065745349,0.012021940398487556,0.7125592642206583,0.009869164992744357,CountVectorizer,"[1, 3]",,0.5,0.001,1000,0.75,6.0,CatBoost,,
d3,49,784.683754046758,3.2668214525039505,0.5867150128470197,0.01245372427013935,0.714572857032154,0.0069454969703848,CountVectorizer,"[1, 3]",,0.5,0.001,1000,0.75,10.0,CatBoost,,
d3,50,333.7009762922923,4.37596961401744,0.5810936179588251,0.01024441647949687,0.7125949184304172,0.005819186984860355,CountVectorizer,"[1, 3]",,0.5,0.001,1000,1.0,6.0,CatBoost,,
d3,51,784.3782759507498,3.412384013731666,0.5865196888978937,0.013115290673699332,0.7123769336915843,0.007723281499333907,CountVectorizer,"[1, 3]",,0.5,0.001,1000,1.0,10.0,CatBoost,,
d3,52,52.90468227863312,2.7456939339133895,0.6157078296020858,0.013114473921495052,0.7088587481491223,0.00883188107223493,CountVectorizer,"[1, 3]",,0.5,0.1,1000,0.75,6.0,CatBoost,,
d3,53,110.84370732307434,4.633749740066366,0.6112124825319928,0.00599664223735649,0.7046601445778101,0.004196130801317531,CountVectorizer,"[1, 3]",,0.5,0.1,1000,0.75,10.0,CatBoost,,
d3,54,53.72656452655792,6.418637417706262,0.6106045166748536,0.010900851382823672,0.7032552205314139,0.0074371875460428885,CountVectorizer,"[1, 3]",,0.5,0.1,1000,1.0,6.0,CatBoost,,
d3,55,94.55631812413533,14.733288659681673,0.612404956187401,0.011838243819972056,0.707237005371326,0.009988778108329623,CountVectorizer,"[1, 3]",,0.5,0.1,1000,1.0,10.0,CatBoost,,
d3,56,337.5004470348358,8.010798425188929,0.5822343394661836,0.010212031235288176,0.7147286385018471,0.0066196120792032034,CountVectorizer,"[1, 3]",,0.9,0.001,1000,0.75,6.0,CatBoost,,
d3,57,785.60269232591,3.8327172713147144,0.5860141484738149,0.012579926667160696,0.7150546478375959,0.007617684866134094,CountVectorizer,"[1, 3]",,0.9,0.001,1000,0.75,10.0,CatBoost,,
d3,58,333.52979815006256,4.5373740557627755,0.5830469010911029,0.010722673303407525,0.7145275726287174,0.006137914332792136,CountVectorizer,"[1, 3]",,0.9,0.001,1000,1.0,6.0,CatBoost,,
d3,59,784.4403274854025,4.930747182402795,0.5860005141905288,0.012939324689047411,0.7137208276115136,0.007775354199362043,CountVectorizer,"[1, 3]",,0.9,0.001,1000,1.0,10.0,CatBoost,,
d3,60,48.870893120765686,7.785900809158725,0.6109113868978043,0.00804061658653583,0.7056155589846917,0.004886680915283275,CountVectorizer,"[1, 3]",,0.9,0.1,1000,0.75,6.0,CatBoost,,
d3,61,105.09625097115834,17.51558994162055,0.6105256847558101,0.009725261414942342,0.7053782084009397,0.006506276250084799,CountVectorizer,"[1, 3]",,0.9,0.1,1000,0.75,10.0,CatBoost,,
d3,62,57.09559162457784,9.361839020392315,0.6075634412473874,0.011318029291756827,0.7014469597036062,0.006950822945013584,CountVectorizer,"[1, 3]",,0.9,0.1,1000,1.0,6.0,CatBoost,,
d3,63,112.71212251981099,5.033584034705785,0.6119534997114207,0.00796036351799554,0.7050079460524826,0.004399309749905066,CountVectorizer,"[1, 3]",,0.9,0.1,1000,1.0,10.0,CatBoost,,
d3,0,46.116219798723854,1.255449836529841,0.5951636552380686,0.010450559865524104,0.7092241575274989,0.006354234255027452,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,0.75,6.0,CatBoost,,
d3,1,263.6673048734665,1.3586932934882217,0.5997626711879385,0.010550175948093026,0.7079445874698779,0.007828866929389361,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,0.75,10.0,CatBoost,,
d3,2,72.2428601582845,1.4924861307795065,0.5971791122578751,0.011870599960365153,0.7083703530481132,0.00791612285183146,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,1.0,6.0,CatBoost,,
d3,3,267.47431401411694,1.449999610763569,0.6008929172101726,0.008818326286487018,0.7082403583413099,0.007028971438327514,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,1.0,10.0,CatBoost,,
d3,4,4.894372185071309,0.9116665899379015,0.6085479563130032,0.008980200402442578,0.7013528076145933,0.007762709777360163,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,0.75,6.0,CatBoost,,
d3,5,24.768723964691162,2.631114933418722,0.6045495397782004,0.007705682877235962,0.6983820755104087,0.005579131292787673,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,0.75,10.0,CatBoost,,
d3,6,7.720105767250061,1.0466317439634032,0.6066413303127409,0.010130031541117785,0.6999698265582731,0.00792205573498618,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,1.0,6.0,CatBoost,,
d3,7,19.986716866493225,3.760920410314513,0.6078147493227435,0.009885085731239297,0.7022168622575297,0.006075459705817836,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,1.0,10.0,CatBoost,,
d3,8,43.687909166018166,0.606948305571313,0.5952192717420473,0.010721380641568252,0.709901408461452,0.0067204090901412964,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,0.75,6.0,CatBoost,,
d3,9,263.0102865298589,1.1567297955226183,0.6020448476861971,0.011329923305227037,0.7100089983708395,0.009186782163039744,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,0.75,10.0,CatBoost,,
d3,10,72.41139523188274,2.212046902367306,0.5959912155157023,0.011666956914879234,0.7084579383863083,0.007333142597616651,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,1.0,6.0,CatBoost,,
d3,11,265.0464270512263,1.0829732766626614,0.6016126932499073,0.008556155925313306,0.708669471226609,0.007650657758072943,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,1.0,10.0,CatBoost,,
d3,12,4.543982585271199,0.9636338589947046,0.6035211464880874,0.006345251872680321,0.6984467456210582,0.005091397388527008,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,0.75,6.0,CatBoost,,
d3,13,21.489673495292664,3.443106855012002,0.6035104419647026,0.007634142118662723,0.6997840637385507,0.0071224891234079706,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,0.75,10.0,CatBoost,,
d3,14,8.067746678988138,1.1312410943580469,0.6062434307122322,0.009041934977913314,0.6997458355564253,0.007743906205316295,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,1.0,6.0,CatBoost,,
d3,15,19.10518817106883,2.353580044455503,0.6043377557636959,0.006457558280141289,0.6995289763648742,0.005801415888075493,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,1.0,10.0,CatBoost,,
d3,16,45.73421057065328,0.5081218916009508,0.5902527927400896,0.012686165973221912,0.70508924255839,0.013469679589983791,TfidfVectorizer,"[1, 1]",,0.5,0.001,1000,0.75,6.0,CatBoost,,
d3,17,278.3717850446701,1.3353950238477998,0.598860903560294,0.013737956389929997,0.7066776417723309,0.012689979673649857,TfidfVectorizer,"[1, 1]",,0.5,0.001,1000,0.75,10.0,CatBoost,,
d3,18,46.799469788869224,0.4293421549289192,0.5912306617943052,0.011395903632072569,0.7055348974753838,0.013272784641404524,TfidfVectorizer,"[1, 1]",,0.5,0.001,1000,1.0,6.0,CatBoost,,
d3,19,282.62638211250305,1.7840583229245965,0.5994651551326707,0.012554698225282728,0.705258655604676,0.012311608607684326,TfidfVectorizer,"[1, 1]",,0.5,0.001,1000,1.0,10.0,CatBoost,,
d3,20,4.697483658790588,1.194973308285209,0.6050855251643422,0.008747073672957274,0.7001945413722054,0.00800324266921789,TfidfVectorizer,"[1, 1]",,0.5,0.1,1000,0.75,6.0,CatBoost,,
d3,21,21.37248984972636,4.0769808187059615,0.6010663541247881,0.011391910323835002,0.6977234727676748,0.010519596373587613,TfidfVectorizer,"[1, 1]",,0.5,0.1,1000,0.75,10.0,CatBoost,,
d3,22,4.741092920303345,1.067433702500685,0.60758619169988,0.010511831410669926,0.7026208834499421,0.008957143443401434,TfidfVectorizer,"[1, 1]",,0.5,0.1,1000,1.0,6.0,CatBoost,,
d3,23,21.315126220385235,3.2960065399751057,0.6072660324408748,0.0068559963323195595,0.7021695626464437,0.005993078609325726,TfidfVectorizer,"[1, 1]",,0.5,0.1,1000,1.0,10.0,CatBoost,,
d3,24,46.35800043741862,0.5635248468354636,0.5923462377561008,0.010775865718349554,0.7059702593787796,0.01271297533330395,TfidfVectorizer,"[1, 1]",,0.9,0.001,1000,0.75,6.0,CatBoost,,
d3,25,279.4058849811554,1.598565734087463,0.5998509843493008,0.013368695099245109,0.706947377242607,0.012681554826706045,TfidfVectorizer,"[1, 1]",,0.9,0.001,1000,0.75,10.0,CatBoost,,
d3,26,46.85588653882345,0.498489116999396,0.5950883960961543,0.011571471627085526,0.7071117603109083,0.01297799659662653,TfidfVectorizer,"[1, 1]",,0.9,0.001,1000,1.0,6.0,CatBoost,,
d3,27,282.9619657595952,0.8227342288036448,0.6033732510791562,0.01429316646714647,0.7083553241715533,0.012994895329632503,TfidfVectorizer,"[1, 1]",,0.9,0.001,1000,1.0,10.0,CatBoost,,
d3,28,3.971896171569824,0.8307073298419823,0.6068094296811869,0.008785693325134148,0.7027606946384877,0.0075462795878136,TfidfVectorizer,"[1, 1]",,0.9,0.1,1000,0.75,6.0,CatBoost,,
d3,29,30.813085516293842,3.067270965827474,0.6029674329537459,0.010833934496615473,0.6977813971407126,0.008504062253823014,TfidfVectorizer,"[1, 1]",,0.9,0.1,1000,0.75,10.0,CatBoost,,
d3,30,4.879820267359416,0.5486600013673283,0.6060236810342127,0.008529407027063061,0.7001798583562721,0.0067701654529766005,TfidfVectorizer,"[1, 1]",,0.9,0.1,1000,1.0,6.0,CatBoost,,
d3,31,18.03378228346507,3.776014439747363,0.6043552050061364,0.012800448868237703,0.7003493015003409,0.009398271577457425,TfidfVectorizer,"[1, 1]",,0.9,0.1,1000,1.0,10.0,CatBoost,,
d3,32,244.73123415311179,3.668964116410911,0.5789986128146823,0.008661924085617898,0.70892122786847,0.0037278368414409026,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,0.75,6.0,CatBoost,,
d3,33,1163.9804623524349,7.593944025202587,0.5868612159251376,0.007863666754975244,0.7089916347017383,0.005794152309292273,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,0.75,10.0,CatBoost,,
d3,34,245.92133593559265,2.2022500389783666,0.5791140576144007,0.010465346354487879,0.7079048114348514,0.004315635118099611,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,1.0,6.0,CatBoost,,
d3,35,1158.3220470746357,3.2765696448479766,0.5922699903476872,0.012105824039605907,0.7099291305909053,0.007536873248890042,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,1.0,10.0,CatBoost,,
d3,36,21.509178439776104,3.5955566827449332,0.6090420840248117,0.006000438304947211,0.7082683395798535,0.00548289599767403,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,0.75,6.0,CatBoost,,
d3,37,96.67556699117024,22.239219905605307,0.606793509922865,0.0106946850592187,0.7026461128698317,0.010110466066372954,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,0.75,10.0,CatBoost,,
d3,38,25.59722026189168,4.701564082968014,0.6099337106450077,0.006853338873926715,0.7067579757856026,0.005729710987201626,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,1.0,6.0,CatBoost,,
d3,39,77.92595279216766,16.69997029065103,0.6058121997462712,0.010221763620049448,0.7043873796024865,0.009072265835064012,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,1.0,10.0,CatBoost,,
d3,40,250.73833421866098,3.012382691702649,0.580153506862903,0.010209781889581243,0.7093634699193244,0.004270513350962652,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,0.75,6.0,CatBoost,,
d3,41,1156.8255348602931,7.423609838247292,0.58823784290782,0.011586611768124927,0.709860981211132,0.0063169830768264315,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,0.75,10.0,CatBoost,,
d3,42,246.16454557577768,3.933395151920626,0.5809144952260245,0.009865679196833342,0.7085735868358851,0.004371851585958361,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,1.0,6.0,CatBoost,,
d3,43,1163.479327082634,9.479724430636983,0.5929312533264396,0.013226445566624652,0.7101883673328092,0.00845252681378457,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,1.0,10.0,CatBoost,,
d3,44,27.46050250530243,6.232612775713288,0.6092734825130287,0.0070328549896537,0.7053026097779119,0.005686606082732158,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,0.75,6.0,CatBoost,,
d3,45,78.45835892359416,16.291703743355612,0.6020675020288807,0.005950968304717126,0.7021195335239171,0.004847206403181337,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,0.75,10.0,CatBoost,,
d3,46,24.791128714879353,4.729170233896107,0.6031331264158211,0.008243217085582696,0.7023386744787515,0.005545956865313462,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,1.0,6.0,CatBoost,,
d3,47,106.34786331653595,9.38920901891039,0.6044186913393166,0.004502746918564517,0.7012074968243333,0.004591977868417857,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,1.0,10.0,CatBoost,,
d3,48,269.20104650656384,4.245987628447703,0.5833107867309609,0.011484843013721387,0.711685212191759,0.008087313686428933,TfidfVectorizer,"[1, 3]",,0.5,0.001,1000,0.75,6.0,CatBoost,,
d3,49,1188.2421373923619,4.868546623745063,0.593492874363069,0.012521401715408722,0.7152243055725211,0.009509248517280562,TfidfVectorizer,"[1, 3]",,0.5,0.001,1000,0.75,10.0,CatBoost,,
d3,50,263.5264461835225,1.8361225604367843,0.5874837170562212,0.011736160578720043,0.7146285966678484,0.006847791751731188,TfidfVectorizer,"[1, 3]",,0.5,0.001,1000,1.0,6.0,CatBoost,,
d3,51,1196.366036136945,3.2020238741748335,0.5951900926029068,0.01160087782134439,0.7150256913942954,0.008741363734284847,TfidfVectorizer,"[1, 3]",,0.5,0.001,1000,1.0,10.0,CatBoost,,
d3,52,31.613497614860535,3.642805487705731,0.6082865716479503,0.011307200236049048,0.7063391240566567,0.008205257041739616,TfidfVectorizer,"[1, 3]",,0.5,0.1,1000,0.75,6.0,CatBoost,,
d3,53,101.57015474637349,13.630438393420572,0.6090089899573788,0.007246242615074008,0.707975353222608,0.005682624204256202,TfidfVectorizer,"[1, 3]",,0.5,0.1,1000,0.75,10.0,CatBoost,,
d3,54,24.33400483926137,2.6781324534821502,0.6089190432737831,0.005470089702617832,0.7092226327573115,0.003525362986968013,TfidfVectorizer,"[1, 3]",,0.5,0.1,1000,1.0,6.0,CatBoost,,
d3,55,94.71891526381175,17.85909779748729,0.6091334420457893,0.009025001760393952,0.7063423569628622,0.006539391311775117,TfidfVectorizer,"[1, 3]",,0.5,0.1,1000,1.0,10.0,CatBoost,,
d3,56,265.2487535874049,3.121076866644524,0.5851163364641662,0.013413767811461908,0.7135124045939842,0.00970568151152681,TfidfVectorizer,"[1, 3]",,0.9,0.001,1000,0.75,6.0,CatBoost,,
d3,57,1192.38736363252,8.470213057681725,0.5934686851704611,0.011717820905953438,0.7158833554306877,0.0075829211626204235,TfidfVectorizer,"[1, 3]",,0.9,0.001,1000,0.75,10.0,CatBoost,,
d3,58,262.6584356228511,5.755077928426931,0.58587449536648,0.01242707902791015,0.7132053171665952,0.00820849282184776,TfidfVectorizer,"[1, 3]",,0.9,0.001,1000,1.0,6.0,CatBoost,,
d3,59,1194.9105923175812,5.354741119072088,0.5957806109488578,0.013325254739403653,0.7156340063823677,0.009873515745656848,TfidfVectorizer,"[1, 3]",,0.9,0.001,1000,1.0,10.0,CatBoost,,
d3,60,32.363693952560425,4.608744267805271,0.6059224709620215,0.009030057870091205,0.7035162824079406,0.0067723764381151085,TfidfVectorizer,"[1, 3]",,0.9,0.1,1000,0.75,6.0,CatBoost,,
d3,61,112.98574201265971,17.635297864135534,0.6083686925329804,0.011970477897483069,0.7051512901465214,0.00920815236969946,TfidfVectorizer,"[1, 3]",,0.9,0.1,1000,0.75,10.0,CatBoost,,
d3,62,32.264719446500145,2.5703834607036598,0.6080860518933519,0.0062555289634808435,0.7047988221732813,0.005981236132302915,TfidfVectorizer,"[1, 3]",,0.9,0.1,1000,1.0,6.0,CatBoost,,
d3,63,100.75870676835378,13.548570444467343,0.6054540263106922,0.008770241622972248,0.7039260540835163,0.007054212946591463,TfidfVectorizer,"[1, 3]",,0.9,0.1,1000,1.0,10.0,CatBoost,,
d3,0,211.74070028463998,0.6090324157753657,0.6052380202765747,0.007814122384734763,0.6984573529766692,0.006462093204354529,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,6.0
d3,1,243.27507174015045,1.2762371759792115,0.6096885518461885,0.008411336351000363,0.7047852949009634,0.006369974221283929,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,12.0
d3,2,216.80646137396494,0.6742625288122974,0.6021471664039333,0.006624078364080107,0.7075427694232305,0.004421315074603022,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,6.0
d3,3,269.65685804684955,3.120158208518737,0.6072065640994073,0.006002505909701846,0.7078763485343079,0.004868056916374329,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,12.0
d3,4,86.24788351853688,14.196924513841964,0.6100015268024325,0.010714455275902023,0.7015081656312702,0.008055014024101397,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,6.0
d3,5,87.72785079479218,12.474374694348125,0.6083380005914363,0.007810540174928223,0.7041209927845943,0.004703115422370634,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,12.0
