Dataset,Row Index,fit_time_mean,fit_time_std_dev,f1_macro_mean,f1_macro_std_dev,f1_weighted_mean,f1_weighted_std_dev,vectorizer,ngram_range,preprocessor,max_df,learning_rate,n_estimators,rsm,depth,classifier,colsample_bytree,max_depth
d2,2,21.977752486864727,0.5682264428078228,0.5052830100642266,0.005719050589714648,0.7637391933028027,0.012594037101064035,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,1.0,6.0,CatBoost,,
d2,3,69.45792627334595,0.5724010416960859,0.5024060617792189,0.008366664231415862,0.7584316553028753,0.014311623273368948,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,1.0,10.0,CatBoost,,
d2,4,3.6139721473058066,0.32542433878313043,0.6286860265939406,0.0066524003079133885,0.8823738631528891,0.003554663541097506,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,0.75,6.0,CatBoost,,
d2,5,10.499300042788187,0.4797328727650083,0.6378981773771466,0.00840750984844161,0.8900106884626319,0.003503903880124911,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,0.75,10.0,CatBoost,,
d2,6,3.0836819807688394,0.5522335777683173,0.6267681493234414,0.004618421226309475,0.8806468678274849,0.0028587358522480385,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,1.0,6.0,CatBoost,,
d2,7,10.470769762992859,0.5487576427237075,0.6439113166205214,0.00781763141157619,0.8933315554851459,0.0045913210048496985,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,1.0,10.0,CatBoost,,
d2,8,22.053710103034973,0.3839436335134073,0.5072177004004592,0.006462757811860465,0.766797292152987,0.01384349841293452,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,0.75,6.0,CatBoost,,
d2,9,70.03124570846558,0.6972342179032693,0.5016571613778512,0.008294315580938762,0.7577476867904099,0.014878831532672094,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,0.75,10.0,CatBoost,,
d2,10,22.59404679139455,0.16851686320725198,0.5052830100642266,0.005719050589714648,0.7637391933028027,0.012594037101064035,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,1.0,6.0,CatBoost,,
d2,11,71.23210342725118,0.5728070383626397,0.5024060617792189,0.008366664231415862,0.7584316553028753,0.014311623273368948,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,1.0,10.0,CatBoost,,
d2,12,3.5507731835047402,0.37339431611058443,0.6286860265939406,0.0066524003079133885,0.8823738631528891,0.003554663541097506,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,0.75,6.0,CatBoost,,
d2,13,10.237458229064941,0.5781743687947614,0.6378981773771466,0.00840750984844161,0.8900106884626319,0.003503903880124911,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,0.75,10.0,CatBoost,,
d2,14,3.132308602333069,0.45912109298202486,0.6267681493234414,0.004618421226309475,0.8806468678274849,0.0028587358522480385,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,1.0,6.0,CatBoost,,
d2,15,10.454423268636068,0.5972391916090904,0.6439113166205214,0.00781763141157619,0.8933315554851459,0.0045913210048496985,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,1.0,10.0,CatBoost,,
d2,16,33.757177193959556,0.7606101788195825,0.5328678438848807,0.05699252704635172,0.7949212843224059,0.052197122851601725,CountVectorizer,"[1, 1]",,0.5,0.001,1000,0.75,6.0,CatBoost,,
d2,17,82.08333174387614,0.2851594864706961,0.5346160090138982,0.05129438470378616,0.7973021130811886,0.04588137686527974,CountVectorizer,"[1, 1]",,0.5,0.001,1000,0.75,10.0,CatBoost,,
d2,18,35.67492993672689,0.82342519504009,0.527490429200948,0.057697069338890815,0.7884224269514504,0.053071238705843536,CountVectorizer,"[1, 1]",,0.5,0.001,1000,1.0,6.0,CatBoost,,
d2,19,82.07217260201772,0.5373640961047843,0.5328535792810173,0.043480532778684425,0.7962419895788289,0.03920116177945401,CountVectorizer,"[1, 1]",,0.5,0.001,1000,1.0,10.0,CatBoost,,
d2,20,6.238443811734517,0.4085273282711222,0.6355677907934508,0.00850495569640216,0.8905630108716807,0.002997474590443774,CountVectorizer,"[1, 1]",,0.5,0.1,1000,0.75,6.0,CatBoost,,
d2,21,12.707621932029724,0.5099453204507068,0.6462219447782177,0.012382346493369115,0.8980777414888506,0.0035035734564927003,CountVectorizer,"[1, 1]",,0.5,0.1,1000,0.75,10.0,CatBoost,,
d2,22,6.068612217903137,0.3085274168423578,0.6348029345284428,0.009875712929164965,0.890139063948561,0.003674856911992459,CountVectorizer,"[1, 1]",,0.5,0.1,1000,1.0,6.0,CatBoost,,
d2,23,12.581304828325907,0.7918014780064565,0.6476674500638054,0.01017377867091832,0.8979123132654475,0.005485060511913866,CountVectorizer,"[1, 1]",,0.5,0.1,1000,1.0,10.0,CatBoost,,
d2,24,33.98958937327067,0.471713674386135,0.5328678438848807,0.05699252704635172,0.7949212843224059,0.052197122851601725,CountVectorizer,"[1, 1]",,0.9,0.001,1000,0.75,6.0,CatBoost,,
d2,25,81.68862883249919,0.4974575304433047,0.5346160090138982,0.05129438470378616,0.7973021130811886,0.04588137686527974,CountVectorizer,"[1, 1]",,0.9,0.001,1000,0.75,10.0,CatBoost,,
d2,26,34.70389986038208,0.3898509050951455,0.527490429200948,0.057697069338890815,0.7884224269514504,0.053071238705843536,CountVectorizer,"[1, 1]",,0.9,0.001,1000,1.0,6.0,CatBoost,,
d2,27,81.80532050132751,0.603230207367421,0.5328535792810173,0.043480532778684425,0.7962419895788289,0.03920116177945401,CountVectorizer,"[1, 1]",,0.9,0.001,1000,1.0,10.0,CatBoost,,
d2,28,6.473493576049805,0.5757086118944018,0.6355677907934508,0.00850495569640216,0.8905630108716807,0.002997474590443774,CountVectorizer,"[1, 1]",,0.9,0.1,1000,0.75,6.0,CatBoost,,
d2,29,12.701642036437988,0.5589429606625295,0.6462219447782177,0.012382346493369115,0.8980777414888506,0.0035035734564927003,CountVectorizer,"[1, 1]",,0.9,0.1,1000,0.75,10.0,CatBoost,,
d2,30,6.107400178909302,0.40727075617943953,0.6348029345284428,0.009875712929164965,0.890139063948561,0.003674856911992459,CountVectorizer,"[1, 1]",,0.9,0.1,1000,1.0,6.0,CatBoost,,
d2,31,12.611853082974752,0.6319665537745948,0.6476674500638054,0.01017377867091832,0.8979123132654475,0.005485060511913866,CountVectorizer,"[1, 1]",,0.9,0.1,1000,1.0,10.0,CatBoost,,
d2,32,250.82542153199515,4.4761761109928075,0.5142360652664418,0.0038331783362189047,0.7770452186643225,0.008042179462072915,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,0.75,6.0,CatBoost,,
d2,33,823.5733711322149,1.5242441129564543,0.5106486202453094,0.0035659471949254944,0.7710245025960233,0.009444587167606603,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,0.75,10.0,CatBoost,,
d2,34,240.9746800661087,3.333421480126969,0.514589579002334,0.005170641662092207,0.7772359791850816,0.005420022311515023,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,1.0,6.0,CatBoost,,
d2,35,820.7292972803116,2.5296491631428997,0.5104565048907332,0.0048492293519137265,0.7704633938226699,0.010357243027628034,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,1.0,10.0,CatBoost,,
d2,36,45.06366813182831,5.510057120699872,0.6305558292848013,0.008424469420922842,0.8847733685764739,0.0036875727511198396,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,0.75,6.0,CatBoost,,
d2,37,128.63504739602408,7.127846270837747,0.6400335627149429,0.009382248263815078,0.8919142679919605,0.0068306509324819985,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,0.75,10.0,CatBoost,,
d2,38,45.40570159753164,2.896688943210787,0.6319179600955597,0.008913941311164318,0.8853666721034442,0.0029528457561680314,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,1.0,6.0,CatBoost,,
d2,39,129.84827041625977,8.358511159181743,0.6439984640567683,0.013428450200263809,0.8940703203749218,0.005946171750881581,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,1.0,10.0,CatBoost,,
d2,40,250.07841936747232,4.109487478104518,0.5142360652664418,0.0038331783362189047,0.7770452186643225,0.008042179462072915,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,0.75,6.0,CatBoost,,
d2,41,828.4377331733704,2.8184212887086293,0.5106486202453094,0.0035659471949254944,0.7710245025960233,0.009444587167606603,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,0.75,10.0,CatBoost,,
d2,42,247.66247379779816,3.709287052718098,0.514589579002334,0.005170641662092207,0.7772359791850816,0.005420022311515023,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,1.0,6.0,CatBoost,,
d2,43,818.8937253952026,2.2320213830010753,0.5104565048907332,0.0048492293519137265,0.7704633938226699,0.010357243027628034,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,1.0,10.0,CatBoost,,
d2,44,45.28611993789673,5.45007675270247,0.6305558292848013,0.008424469420922842,0.8847733685764739,0.0036875727511198396,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,0.75,6.0,CatBoost,,
d2,45,129.84618473052979,7.473219940220566,0.6400335627149429,0.009382248263815078,0.8919142679919605,0.0068306509324819985,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,0.75,10.0,CatBoost,,
d2,46,45.93779389063517,3.5923239734642958,0.6319179600955597,0.008913941311164318,0.8853666721034442,0.0029528457561680314,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,1.0,6.0,CatBoost,,
d2,47,128.78356413046518,8.44647416593907,0.6439984640567683,0.013428450200263809,0.8940703203749218,0.005946171750881581,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,1.0,10.0,CatBoost,,
d2,48,266.5071807702382,2.038899595368936,0.5177341700909411,0.06240990460255801,0.7778265777830412,0.06221163952789192,CountVectorizer,"[1, 3]",,0.5,0.001,1000,0.75,6.0,CatBoost,,
d2,49,859.88995997111,1.5186537030775407,0.5256910094872556,0.05219346665424396,0.7885055462873002,0.05155762526746639,CountVectorizer,"[1, 3]",,0.5,0.001,1000,0.75,10.0,CatBoost,,
d2,50,252.34419973691305,3.7841956995563586,0.512439615865874,0.06654443904943134,0.7703408622857816,0.0657111823554925,CountVectorizer,"[1, 3]",,0.5,0.001,1000,1.0,6.0,CatBoost,,
d2,51,857.7642633914948,9.174709843312298,0.5250125183772565,0.05271882383415287,0.7878324216331049,0.05198926108353803,CountVectorizer,"[1, 3]",,0.5,0.001,1000,1.0,10.0,CatBoost,,
d2,52,49.11387582619985,3.324567833193585,0.6338317270612402,0.005037345191195686,0.889965866405269,0.0030883866219805277,CountVectorizer,"[1, 3]",,0.5,0.1,1000,0.75,6.0,CatBoost,,
d2,53,139.96655917167664,6.827771868729124,0.6400760243682181,0.0059852796913869065,0.8952986857123143,0.002230636555801118,CountVectorizer,"[1, 3]",,0.5,0.1,1000,0.75,10.0,CatBoost,,
d2,54,46.50872250398,4.444714889719151,0.632295601018665,0.006753574935146696,0.8896427459499447,0.0033548313416803316,CountVectorizer,"[1, 3]",,0.5,0.1,1000,1.0,6.0,CatBoost,,
d2,55,127.02937773863475,7.656311453974538,0.6389676827644396,0.012145093386640255,0.8944399977542319,0.003893347032340567,CountVectorizer,"[1, 3]",,0.5,0.1,1000,1.0,10.0,CatBoost,,
d2,56,255.94378888607025,4.71708211125361,0.5177341700909411,0.06240990460255801,0.7778265777830412,0.06221163952789192,CountVectorizer,"[1, 3]",,0.9,0.001,1000,0.75,6.0,CatBoost,,
d2,57,860.2852512598038,1.4279265237923282,0.5256910094872556,0.05219346665424396,0.7885055462873002,0.05155762526746639,CountVectorizer,"[1, 3]",,0.9,0.001,1000,0.75,10.0,CatBoost,,
d2,58,254.2153912385305,2.815262905024617,0.512439615865874,0.06654443904943134,0.7703408622857816,0.0657111823554925,CountVectorizer,"[1, 3]",,0.9,0.001,1000,1.0,6.0,CatBoost,,
d2,59,856.3898595571518,1.286964701615201,0.5250125183772565,0.05271882383415287,0.7878324216331049,0.05198926108353803,CountVectorizer,"[1, 3]",,0.9,0.001,1000,1.0,10.0,CatBoost,,
d2,60,48.44475050767263,3.6279076509645614,0.6338317270612402,0.005037345191195686,0.889965866405269,0.0030883866219805277,CountVectorizer,"[1, 3]",,0.9,0.1,1000,0.75,6.0,CatBoost,,
d2,61,139.0737055937449,6.433981438281065,0.6400760243682181,0.0059852796913869065,0.8952986857123143,0.002230636555801118,CountVectorizer,"[1, 3]",,0.9,0.1,1000,0.75,10.0,CatBoost,,
d2,62,46.663600405057274,4.15152472609645,0.632295601018665,0.006753574935146696,0.8896427459499447,0.0033548313416803316,CountVectorizer,"[1, 3]",,0.9,0.1,1000,1.0,6.0,CatBoost,,
d2,63,127.22767130533855,7.236589262461976,0.6389676827644396,0.012145093386640255,0.8944399977542319,0.003893347032340567,CountVectorizer,"[1, 3]",,0.9,0.1,1000,1.0,10.0,CatBoost,,
d2,0,50.433879931767784,0.32783884080247266,0.5051666323590633,0.0064057010334942965,0.7615170718105175,0.010771956144547538,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,0.75,6.0,CatBoost,,
d2,1,283.9560482104619,1.1192414721942416,0.5133878809034249,0.0057385702262215425,0.769876415047455,0.007637897807929126,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,0.75,10.0,CatBoost,,
d2,2,51.75650203227997,0.4026925011009691,0.5046518130412886,0.0032250434494088083,0.7601600638299427,0.0065150038448048755,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,1.0,6.0,CatBoost,,
d2,3,285.70521167914075,1.4773843801800681,0.5125473703614954,0.0052459580015341185,0.7689390861041953,0.0064897908489954265,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,1.0,10.0,CatBoost,,
d2,4,6.819078087806702,1.1776040728906287,0.6278057011650419,0.021325231482152176,0.8832196474445636,0.016308735418981795,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,0.75,6.0,CatBoost,,
d2,5,23.249927043914795,2.8868131961916617,0.6245779881606314,0.02021538072050121,0.8809198492337197,0.011363771187872126,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,0.75,10.0,CatBoost,,
d2,6,6.505331476529439,1.125893878632523,0.6280500872039819,0.017297461563998622,0.8829806679681877,0.011153539193821553,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,1.0,6.0,CatBoost,,
d2,7,24.286994179089863,2.7780952658539344,0.626184194847795,0.021771453735948312,0.8815809820622559,0.013008667430131404,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,1.0,10.0,CatBoost,,
d2,8,51.57855208714803,0.15483297098277754,0.5051666323590633,0.0064057010334942965,0.7615170718105175,0.010771956144547538,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,0.75,6.0,CatBoost,,
d2,9,285.6809319257736,1.1845278197664268,0.5133878809034249,0.0057385702262215425,0.769876415047455,0.007637897807929126,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,0.75,10.0,CatBoost,,
d2,10,50.90121098359426,0.6178566924831628,0.5046518130412886,0.0032250434494088083,0.7601600638299427,0.0065150038448048755,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,1.0,6.0,CatBoost,,
d2,11,287.8669955333074,1.0295786914831118,0.5125473703614954,0.0052459580015341185,0.7689390861041953,0.0064897908489954265,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,1000,1.0,10.0,CatBoost,,
d2,12,6.831408262252808,1.247138771399281,0.6278057011650419,0.021325231482152176,0.8832196474445636,0.016308735418981795,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,0.75,6.0,CatBoost,,
d2,13,23.7255353530248,2.9216856658576864,0.6245779881606314,0.02021538072050121,0.8809198492337197,0.011363771187872126,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,0.75,10.0,CatBoost,,
d2,14,6.338472207387288,1.101099282545975,0.6280500872039819,0.017297461563998622,0.8829806679681877,0.011153539193821553,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,1.0,6.0,CatBoost,,
d2,15,23.844014406204224,2.8456751812260035,0.626184194847795,0.021771453735948312,0.8815809820622559,0.013008667430131404,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,1000,1.0,10.0,CatBoost,,
d2,16,43.097118735313416,0.12038926908731168,0.5367073209422089,0.05347475149419852,0.7990341555600494,0.04827490688119001,TfidfVectorizer,"[1, 1]",,0.5,0.001,1000,0.75,6.0,CatBoost,,
d2,17,305.22857483228046,0.6932935091300203,0.537509494204631,0.03639670157517098,0.8021479604567295,0.03403205315978464,TfidfVectorizer,"[1, 1]",,0.5,0.001,1000,0.75,10.0,CatBoost,,
d2,18,43.96896354357401,0.4075433166155072,0.5288901786259904,0.05391579916088491,0.7902348837646009,0.049750128864685814,TfidfVectorizer,"[1, 1]",,0.5,0.001,1000,1.0,6.0,CatBoost,,
d2,19,306.85320234298706,1.334352137570971,0.5362904213670497,0.04007153456017176,0.7991176924675522,0.035128427404848055,TfidfVectorizer,"[1, 1]",,0.5,0.001,1000,1.0,10.0,CatBoost,,
d2,20,6.499943733215332,0.44860891334600594,0.6354405630988843,0.00953799223573754,0.8922237264377632,0.003932615912091037,TfidfVectorizer,"[1, 1]",,0.5,0.1,1000,0.75,6.0,CatBoost,,
d2,21,27.188578724861145,5.239884746982126,0.6133271933404902,0.03145637001748844,0.8750032555447524,0.021280852440037155,TfidfVectorizer,"[1, 1]",,0.5,0.1,1000,0.75,10.0,CatBoost,,
d2,22,5.437283277511597,1.0559205043434128,0.6293727944068263,0.01549340831286472,0.8861269616245244,0.009790171618354904,TfidfVectorizer,"[1, 1]",,0.5,0.1,1000,1.0,6.0,CatBoost,,
d2,23,30.900676608085632,5.544886310559104,0.6209044100686554,0.03226245818330684,0.8817703402695457,0.022131394028476328,TfidfVectorizer,"[1, 1]",,0.5,0.1,1000,1.0,10.0,CatBoost,,
d2,24,44.068752805391945,0.7145437844674226,0.5367073209422089,0.05347475149419852,0.7990341555600494,0.04827490688119001,TfidfVectorizer,"[1, 1]",,0.9,0.001,1000,0.75,6.0,CatBoost,,
d2,25,301.5989029407501,1.108344712011628,0.537509494204631,0.03639670157517098,0.8021479604567295,0.03403205315978464,TfidfVectorizer,"[1, 1]",,0.9,0.001,1000,0.75,10.0,CatBoost,,
d2,26,43.77074555555979,0.5384324535462768,0.5288901786259904,0.05391579916088491,0.7902348837646009,0.049750128864685814,TfidfVectorizer,"[1, 1]",,0.9,0.001,1000,1.0,6.0,CatBoost,,
d2,27,303.68623121579486,1.5220029013213416,0.5362904213670497,0.04007153456017176,0.7991176924675522,0.035128427404848055,TfidfVectorizer,"[1, 1]",,0.9,0.001,1000,1.0,10.0,CatBoost,,
d2,28,6.521692315737407,0.35017104800943666,0.6354405630988843,0.00953799223573754,0.8922237264377632,0.003932615912091037,TfidfVectorizer,"[1, 1]",,0.9,0.1,1000,0.75,6.0,CatBoost,,
d2,29,27.20454974969228,5.55168505246067,0.6133271933404902,0.03145637001748844,0.8750032555447524,0.021280852440037155,TfidfVectorizer,"[1, 1]",,0.9,0.1,1000,0.75,10.0,CatBoost,,
d2,30,5.830350557963054,0.979975838536106,0.6293727944068263,0.01549340831286472,0.8861269616245244,0.009790171618354904,TfidfVectorizer,"[1, 1]",,0.9,0.1,1000,1.0,6.0,CatBoost,,
d2,31,30.363516569137573,5.589784320970163,0.6209044100686554,0.03226245818330684,0.8817703402695457,0.022131394028476328,TfidfVectorizer,"[1, 1]",,0.9,0.1,1000,1.0,10.0,CatBoost,,
d2,32,255.1387758255005,1.4656717483613393,0.5015026175148632,0.0037029785308336435,0.7587182723981886,0.007011538307980141,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,0.75,6.0,CatBoost,,
d2,33,1267.8882377147675,3.9604306511279925,0.5075794836236874,0.005242968925330964,0.7643491740354055,0.009193771643413857,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,0.75,10.0,CatBoost,,
d2,34,250.10058720906576,4.73534779929385,0.5006685940189554,0.005563875321717325,0.7567619937665855,0.009762223707457251,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,1.0,6.0,CatBoost,,
d2,35,1257.4800074100494,2.6410121669392046,0.5073341951856246,0.004948159250802723,0.7631439370685004,0.007878288281920444,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,1000,1.0,10.0,CatBoost,,
d2,36,32.408905148506165,5.30672026747293,0.6270689242316592,0.013704744771764275,0.882057432687326,0.010725856064016825,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,0.75,6.0,CatBoost,,
d2,37,119.28003700574239,21.226571057493143,0.626814094177188,0.014289155569419686,0.8839754221722869,0.007033832132368064,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,0.75,10.0,CatBoost,,
d2,38,35.1436520020167,5.067885696480629,0.6288395955753304,0.01033063512511387,0.884009785142486,0.004951663587719789,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,1.0,6.0,CatBoost,,
d2,39,90.53781441847484,19.32580329078632,0.6154830885199613,0.019725404114241486,0.8741667473486547,0.015760922771597897,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,1000,1.0,10.0,CatBoost,,
d2,40,255.75702945391336,2.6972212316175037,0.5015026175148632,0.0037029785308336435,0.7587182723981886,0.007011538307980141,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,0.75,6.0,CatBoost,,
d2,41,1252.3084662357967,14.112880119017811,0.5075794836236874,0.005242968925330964,0.7643491740354055,0.009193771643413857,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,0.75,10.0,CatBoost,,
d2,42,253.35642965634665,1.0731025696912377,0.5006685940189554,0.005563875321717325,0.7567619937665855,0.009762223707457251,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,1.0,6.0,CatBoost,,
d2,43,1262.701543768247,1.9244488312899917,0.5073341951856246,0.004948159250802723,0.7631439370685004,0.007878288281920444,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,1000,1.0,10.0,CatBoost,,
d2,44,32.48096569379171,5.310580733262412,0.6270689242316592,0.013704744771764275,0.882057432687326,0.010725856064016825,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,0.75,6.0,CatBoost,,
d2,45,118.68467537562053,21.18710136595912,0.626814094177188,0.014289155569419686,0.8839754221722869,0.007033832132368064,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,0.75,10.0,CatBoost,,
d2,46,34.88713904221853,4.842383163738111,0.6288395955753304,0.01033063512511387,0.884009785142486,0.004951663587719789,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,1.0,6.0,CatBoost,,
d2,47,89.40994048118591,19.860730382243254,0.6154830885199613,0.019725404114241486,0.8741667473486547,0.015760922771597897,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,1000,1.0,10.0,CatBoost,,
d2,48,264.4316749572754,4.472887980834393,0.5324123840392311,0.061884085496047264,0.792970344737348,0.056684662261560416,TfidfVectorizer,"[1, 3]",,0.5,0.001,1000,0.75,6.0,CatBoost,,
d2,49,1280.702795426051,6.980812104827136,0.5377787623883615,0.05095509044079052,0.8004072851424994,0.0459440719601443,TfidfVectorizer,"[1, 3]",,0.5,0.001,1000,0.75,10.0,CatBoost,,
d2,50,259.75713030497235,2.621906410585168,0.5280720912630988,0.053891740531498464,0.7899415814192802,0.05141169641016299,TfidfVectorizer,"[1, 3]",,0.5,0.001,1000,1.0,6.0,CatBoost,,
d2,51,1273.3421363433201,7.42825795414988,0.528943110500263,0.04170540640977747,0.792177169797692,0.04103407301895227,TfidfVectorizer,"[1, 3]",,0.5,0.001,1000,1.0,10.0,CatBoost,,
d2,52,36.468619426091514,3.7289150372044264,0.6191861653596528,0.020753974555553428,0.8805121990473758,0.018910305662368298,TfidfVectorizer,"[1, 3]",,0.5,0.1,1000,0.75,6.0,CatBoost,,
d2,53,122.0122766494751,22.575104964937385,0.6311672987412771,0.008914305007347374,0.8895509670850933,0.005707380347320546,TfidfVectorizer,"[1, 3]",,0.5,0.1,1000,0.75,10.0,CatBoost,,
d2,54,33.675238370895386,5.6533571786485926,0.6253042139427857,0.013574009738734726,0.8853114979780089,0.006587455125028971,TfidfVectorizer,"[1, 3]",,0.5,0.1,1000,1.0,6.0,CatBoost,,
d2,55,118.21009814739227,21.44826434396445,0.607274338248238,0.026053100770954227,0.8725258927242251,0.019605905784362696,TfidfVectorizer,"[1, 3]",,0.5,0.1,1000,1.0,10.0,CatBoost,,
d2,56,267.0457923412323,2.1761066156498083,0.5324123840392311,0.061884085496047264,0.792970344737348,0.056684662261560416,TfidfVectorizer,"[1, 3]",,0.9,0.001,1000,0.75,6.0,CatBoost,,
d2,57,1270.449640949567,1.2382417470498874,0.5377787623883615,0.05095509044079052,0.8004072851424994,0.0459440719601443,TfidfVectorizer,"[1, 3]",,0.9,0.001,1000,0.75,10.0,CatBoost,,
d2,58,263.3319447040558,2.219735642396355,0.5280720912630988,0.053891740531498464,0.7899415814192802,0.05141169641016299,TfidfVectorizer,"[1, 3]",,0.9,0.001,1000,1.0,6.0,CatBoost,,
d2,59,1277.2877784172695,5.842220799992585,0.528943110500263,0.04170540640977747,0.792177169797692,0.04103407301895227,TfidfVectorizer,"[1, 3]",,0.9,0.001,1000,1.0,10.0,CatBoost,,
d2,60,36.4403426249822,3.7148489685667445,0.6191861653596528,0.020753974555553428,0.8805121990473758,0.018910305662368298,TfidfVectorizer,"[1, 3]",,0.9,0.1,1000,0.75,6.0,CatBoost,,
d2,61,121.8992216984431,22.702230739287817,0.6311672987412771,0.008914305007347374,0.8895509670850933,0.005707380347320546,TfidfVectorizer,"[1, 3]",,0.9,0.1,1000,0.75,10.0,CatBoost,,
d2,62,33.18681661287943,5.6696545252055275,0.6253042139427857,0.013574009738734726,0.8853114979780089,0.006587455125028971,TfidfVectorizer,"[1, 3]",,0.9,0.1,1000,1.0,6.0,CatBoost,,
d2,63,119.31175406773885,20.57237575484788,0.607274338248238,0.026053100770954227,0.8725258927242251,0.019605905784362696,TfidfVectorizer,"[1, 3]",,0.9,0.1,1000,1.0,10.0,CatBoost,,
d2,0,211.88665839036307,0.7134451055038901,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,6.0
d2,1,223.58069427808127,0.5511050776988295,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,12.0
d2,2,219.99349121252695,5.222071267871012,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,6.0
